idx,text,label
413,The number of jackals is enlarged. Jackals mates with their companions.,cause
414,The number of jackals is enlarged. Talc has an impact on the health of pregnant women.,None
415,The boundary  between the two countries is a river. This river's surface area measures 16 square leagues.,effect
416,The boundary  between the two countries is a river. Jack has a stomach bug.,None
417,He inhaled heavy smoke. He has a lung disease.,effect
418,He inhaled heavy smoke. He fainted.,None
419,Tom has many patterns with different colors and shapes. He is selecting one in the shop.,None
420,Tom has many patterns with different colors and shapes. He can easily  put them into different boxs according to their colors and shapes.,effect
421,The doctor said that he should eat more carbohydrates. He bought many natural foods to eat.,effect
422,The doctor said that he should eat more carbohydrates. He ate some rice.,None
423,Her body took in moderate sodium. Lucy lacks uracil.,None
424,Her body took in moderate sodium. My mom drank some soup.,cause
425,He was responsible for governing the whole country. Tom is the President of the country.,cause
426,He was responsible for governing the whole country. The president is elected by the people.,None
427,None of them is the same with each other. There are hundreds of curves on the tree.,cause
428,"None of them is the same with each other. Tom observes the behavior of two microbes, one with capsule and the other not.",None
429,He prepared erbium. The scientist tries to put yttrium with other rare earth elements.,None
430,He prepared erbium. Tom needed some pink glazes in ceramics.,cause
431,I imagined a world without chemicals. Almost no aspect of man's everyday life would be affected.,None
432,I imagined a world without chemicals. Almost every aspect of man's everyday life would be affected.,effect
433,He took the wink to age. The wine is already bottled.,cause
434,He took the wink to age. The expert took a look at the index of the cloth.,None
435,Peter found that the voltage also dropped a lot. The laboratory adopted radioimmunoassays.,None
436,Peter found that the voltage also dropped a lot. Peter reduced the potential energy a lot.,cause
437,Cones are in shape of circles. They approximate the area of a circle by the area of a rectangle.,None
438,Cones are in shape of circles. Farmers can evaluate the sense of freshness of cones by its diameters.,effect
439,He was arrested by the police. The prisoner was violated and needed to be guarded.,None
440,He was arrested by the police. The boss attempted to avoid tax.,cause
441,The cetacean used blowholes. He found the snail hid its head into the shell.,None
442,The cetacean used blowholes. Controlled vocalization was produced.,effect
443,Tom sent the carpet to be cleaned. Tom used the heliotherapy.,None
444,Tom sent the carpet to be cleaned. The carpet at Tom's house became very dirty.,cause
445,He sleeps well on his pillow. Tom needs a lot rest.,None
446,He sleeps well on his pillow. Tom laid down.,cause
447,Nick is a great writer. His works are of great expressive quality.,None
448,Nick is a great writer. He mixed the art of communication with visual expression in his works.,effect
449,They studied the life habits of hadrosaurs. They are dextrorotary and levorotary.,None
450,They studied the life habits of hadrosaurs. They found that hadrosaurs were rarely seen in the ocean.,effect
451,Plant food was applied to a bunch of flowers. Flowers grew more luxuriantly.,effect
452,Plant food was applied to a bunch of flowers. I made a living by getting materials from plants.,None
453,Thousands of people infected by a virual illness  characterized by fever followed by a rash came to the local hopsitals. The number of pathogens increased.,None
454,Thousands of people infected by a virual illness  characterized by fever followed by a rash came to the local hopsitals. 98% of them were diagnoised as Roseola.,effect
455,I saw people with hunger. I was lost in a king of vampirism.,cause
456,I saw people with hunger. I drove along the Great wall.,None
457,People were too lazy to walk on foot. They invented vehicles.,effect
458,People were too lazy to walk on foot. Limestone is the last choice.,None
459,The child ingested too much poisonous gas. She encounters lots of ants while diving.,None
460,The child ingested too much poisonous gas. The child showed a symptom of intoxication.,effect
461,Tom is looking for zebrawoods. He found was that they were six-membered rings attached to five membered rings.,None
462,Tom is looking for zebrawoods. River banks are the palce he should go.,effect
463,The dough was fermented. The dough was streamed.,None
464,The dough was fermented. The dough was kept in a warm place.,cause
465,The doctor told Mrs. Black that the cause was isolation. Tom was given a bail.,None
466,The doctor told Mrs. Black that the cause was isolation. Mrs. Black is going to see a psychologist.,cause
467,He put some acidity in it. There are too much alkaline substances in minerals.,cause
468,He put some acidity in it. Tom compared gruel with cereal broth.,None
469,Tom needs to put marks on the edges of this area. It's normal since you're getting mature.,None
470,Tom needs to put marks on the edges of this area. He finds the margins and marks them.,effect
471,The minister called on some helpers. They achieved the work successfully with their assistance.,effect
472,The minister called on some helpers. The teacher provided some clays.,None
473,Tom found that different universities have different green areas. Tom investigates the campus environment of different universities.,cause
474,Tom found that different universities have different green areas. Tom improves the campus environment of different universities.,None
475,Tom has the intestinal parasite Giardia in his gut. He was suffering from giardiasis.,effect
476,Tom has the intestinal parasite Giardia in his gut. He caught a cold.,None
477,The monster was made of dunes. Wind is his migration tool.,effect
478,The monster was made of dunes. He took in a great amount of sands.,None
479,He found that the flower was always in blossom in four seasons. He studied viniculture in university.,None
480,He found that the flower was always in blossom in four seasons. Tom has planted a marigold in his garden.,cause
